Producto,Variedad,Volumen (TM),Fecha
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),174,26/01/2025
LIMON,LIMON CITRICO CAJON,62,26/01/2025
LIMON,LIMON CITRICO BOLSA,277,26/01/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,69,26/01/2025
NABO,NABO (CRIOLLO/SERRANO),13,26/01/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),21,26/01/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),13,26/01/2025
PAPA,PAPA AMARILLA,64,26/01/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1624,26/01/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,11,26/01/2025
PAPA,PAPA YUNGAY,111,26/01/2025
PAPA,PAPA UNICA,113,26/01/2025
PAPA,PAPA CANCHAN,70,26/01/2025
PEPINILLO,PEPINILLO,83,26/01/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),25,26/01/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,4,26/01/2025
PORO,PORO (CRIOLLO/SERRANO),18,26/01/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),8,26/01/2025
TOMATE,TOMATE ORGANICO,7,26/01/2025
TOMATE,TOMATE KATIA,254,26/01/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,92,26/01/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),168,26/01/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),486,26/01/2025
ZAPALLO,ZAPALLO ITALIANO,31,26/01/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),105,26/01/2025
OTROS PROD.AGRIC.,ALFALFA,31,26/01/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,14,26/01/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,1,26/01/2025
CARAMBOLA,CARAMBOLA,1,26/01/2025
FRESA,FRESA ROJA,2,26/01/2025
PLATANOS,PLATANOS SEDA,23,26/01/2025
PLATANOS,PLATANOS BELLACO,35,26/01/2025
PLATANOS,PLATANOS PALILLO,1,26/01/2025
UVA,UVA ITALIA,1,26/01/2025
MANGO,MANGO EDWARD PLANTA,2,26/01/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),1,26/01/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,37,26/01/2025
MARACUYA,MARACUYA (COSTA),189,26/01/2025
SANDIA,SANDIA,5,26/01/2025
NARANJA,NARANJA VALENCIA (SELVA),16,26/01/2025
PIÑA,PIÑA HAWAYANA,1,26/01/2025
PIÑA,PIÑA GOLDEN,10,26/01/2025
PALTA,PALTA FUERTE (COSTA),12,26/01/2025
PAPAYA,PAPAYA SELVA,10,26/01/2025
MEMBRILLO,MEMBRILLO,5,26/01/2025
MANDARINA,MANDARINA,2,26/01/2025
MELON,MELON,1,26/01/2025
AJI,AJI AMARILLO SECO,0,27/01/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,80,27/01/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),4,27/01/2025
AJI,AJI SECO PANCA,39,27/01/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),157,27/01/2025
AJO,AJO PELADO,12,27/01/2025
AJO,AJO CRIOLLO O NAPURI,120,27/01/2025
ALBAHACA,ALBAHACA,10,27/01/2025
APIO,APIO,61,27/01/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),80,27/01/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),74,27/01/2025
CAIGUA,CAIGUA (SELVA),10,27/01/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,134,27/01/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,21,27/01/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,66,27/01/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,647,27/01/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),15,27/01/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),16,27/01/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),20,27/01/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),33,27/01/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,425,27/01/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,1,27/01/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),108,27/01/2025
HABA,HABA VERDE SERRANA,59,27/01/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,1,27/01/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,33,27/01/2025
HORTALIZAS CHINAS,PACCHOY,1,27/01/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),129,27/01/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,11,27/01/2025
HORTALIZAS CHINAS,BROCOLI,36,27/01/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),15,27/01/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),131,27/01/2025
LIMON,LIMON CITRICO CAJON,32,27/01/2025
LIMON,LIMON CITRICO BOLSA,1155,27/01/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,121,27/01/2025
NABO,NABO (CRIOLLO/SERRANO),7,27/01/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),24,27/01/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),2,27/01/2025
PAPA,PAPA AMARILLA,0,27/01/2025
PAPA,PAPA BLANCA/VALLE/OTROS,665,27/01/2025
PAPA,PAPA YUNGAY,85,27/01/2025
PAPA,PAPA CANCHAN,1,27/01/2025
PEPINILLO,PEPINILLO,200,27/01/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),14,27/01/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,63,27/01/2025
PORO,PORO (CRIOLLO/SERRANO),18,27/01/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),2,27/01/2025
TOMATE,TOMATE KATIA,140,27/01/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,2,27/01/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),70,27/01/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),296,27/01/2025
ZAPALLO,ZAPALLO ITALIANO,31,27/01/2025
ZAPALLO,ZAPALLO LOCHE,1,27/01/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),77,27/01/2025
OTROS PROD.AGRIC.,ALFALFA,40,27/01/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,1,27/01/2025
CARAMBOLA,CARAMBOLA,3,27/01/2025
FRESA,FRESA ROJA,5,27/01/2025
PLATANOS,PLATANOS SEDA,17,27/01/2025
PLATANOS,PLATANOS ISLA,9,27/01/2025
PLATANOS,PLATANOS BELLACO,59,27/01/2025
PLATANOS,PLATANOS PALILLO,4,27/01/2025
UVA,UVA BORGOÑA NEGRA,2,27/01/2025
MANGO,MANGO EDWARD PLANTA,2,27/01/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,13,27/01/2025
MARACUYA,MARACUYA (COSTA),122,27/01/2025
PIÑA,PIÑA HAWAYANA,10,27/01/2025
PIÑA,PIÑA GOLDEN,17,27/01/2025
PALTA,PALTA FUERTE (COSTA),34,27/01/2025
PAPAYA,PAPAYA SELVA,6,27/01/2025
MEMBRILLO,MEMBRILLO,4,27/01/2025
OTRAS FRUTAS,LUCUMA,1,27/01/2025
MELON,MELON,1,27/01/2025
AJI,AJI AMARILLO SECO,25,28/01/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,177,28/01/2025
AJI,AJI SECO PANCA,11,28/01/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),78,28/01/2025
AJO,AJO PELADO,33,28/01/2025
AJO,AJO CRIOLLO O NAPURI,93,28/01/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,43,28/01/2025
ALBAHACA,ALBAHACA,37,28/01/2025
APIO,APIO,104,28/01/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),197,28/01/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),7,28/01/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),80,28/01/2025
CAIGUA,CAIGUA (SELVA),1,28/01/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,454,28/01/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,23,28/01/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,39,28/01/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,80,28/01/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),26,28/01/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),7,28/01/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),63,28/01/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),32,28/01/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,564,28/01/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),132,28/01/2025
FREJOL,FREJOL VERDE CANARIO,12,28/01/2025
HABA,HABA VERDE SERRANA,111,28/01/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,22,28/01/2025
HORTALIZAS CHINAS,PACCHOY,3,28/01/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),28,28/01/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,16,28/01/2025
HORTALIZAS CHINAS,BROCOLI,83,28/01/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),12,28/01/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),181,28/01/2025
LIMON,LIMON CITRICO BOLSA,111,28/01/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,208,28/01/2025
NABO,NABO (CRIOLLO/SERRANO),19,28/01/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),42,28/01/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),41,28/01/2025
PAPA,PAPA AMARILLA,90,28/01/2025
PAPA,PAPA BLANCA/VALLE/OTROS,2356,28/01/2025
PAPA,PAPA CANCHAN,581,28/01/2025
PEPINILLO,PEPINILLO,146,28/01/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),31,28/01/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,62,28/01/2025
PORO,PORO (CRIOLLO/SERRANO),37,28/01/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),8,28/01/2025
TOMATE,TOMATE KATIA,440,28/01/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,110,28/01/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),181,28/01/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),441,28/01/2025
ZAPALLO,ZAPALLO ITALIANO,82,28/01/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),94,28/01/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1,28/01/2025
OTROS PROD.AGRIC.,MANZANILLA,1,28/01/2025
OTROS PROD.AGRIC.,ALFALFA,35,28/01/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,13,28/01/2025
CARAMBOLA,CARAMBOLA,1,28/01/2025
DURAZNO,DURAZNO,1,28/01/2025
FRESA,FRESA ROJA,2,28/01/2025
PLATANOS,PLATANOS SEDA,33,28/01/2025
PLATANOS,PLATANOS BELLACO,43,28/01/2025
UVA,UVA BORGOÑA NEGRA,1,28/01/2025
UVA,UVA ITALIA,5,28/01/2025
MANGO,MANGO CRIOLLO PLANTA(COSTA),2,28/01/2025
MANGO,MANGO EDWARD PLANTA,18,28/01/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),61,28/01/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,16,28/01/2025
MARACUYA,MARACUYA (COSTA),221,28/01/2025
SANDIA,SANDIA,5,28/01/2025
NARANJA,NARANJA VALENCIA (SELVA),3,28/01/2025
NARANJA,NARANJA TANGELO (SELVA),3,28/01/2025
PIÑA,PIÑA HAWAYANA,3,28/01/2025
PIÑA,PIÑA GOLDEN,10,28/01/2025
PALTA,PALTA FUERTE (COSTA),4,28/01/2025
PAPAYA,PAPAYA SELVA,16,28/01/2025
OTRAS FRUTAS,ARANDANOS,1,28/01/2025
MANDARINA,MANDARINA,30,28/01/2025
AJI,AJI AMARILLO SECO,31,29/01/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,39,29/01/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),3,29/01/2025
AJI,AJI SECO PANCA,12,29/01/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),85,29/01/2025
AJO,AJO PELADO,16,29/01/2025
AJO,AJO CRIOLLO O NAPURI,22,29/01/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,3,29/01/2025
ALBAHACA,ALBAHACA,25,29/01/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,23,29/01/2025
APIO,APIO,127,29/01/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),114,29/01/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,24,29/01/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),4,29/01/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),69,29/01/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,234,29/01/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,25,29/01/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,26,29/01/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,358,29/01/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),17,29/01/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),39,29/01/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),16,29/01/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),39,29/01/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,412,29/01/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,0,29/01/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),112,29/01/2025
HABA,HABA VERDE SERRANA,44,29/01/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),1,29/01/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,10,29/01/2025
HORTALIZAS CHINAS,PACCHOY,2,29/01/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),48,29/01/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,11,29/01/2025
HORTALIZAS CHINAS,BROCOLI,72,29/01/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),13,29/01/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),171,29/01/2025
LECHUGA,LECHUGA SERRANA SEDA,9,29/01/2025
LIMON,LIMON CITRICO BOLSA,4,29/01/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,82,29/01/2025
NABO,NABO (CRIOLLO/SERRANO),12,29/01/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),36,29/01/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),6,29/01/2025
PAPA,PAPA AMARILLA,10,29/01/2025
PAPA,PAPA BLANCA/VALLE/OTROS,579,29/01/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,236,29/01/2025
PAPA,PAPA YUNGAY,195,29/01/2025
PAPA,PAPA UNICA,154,29/01/2025
PAPA,PAPA CANCHAN,281,29/01/2025
PEPINILLO,PEPINILLO,137,29/01/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),23,29/01/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,12,29/01/2025
PORO,PORO (CRIOLLO/SERRANO),18,29/01/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),9,29/01/2025
TOMATE,TOMATE KATIA,233,29/01/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,47,29/01/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),127,29/01/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),503,29/01/2025
ZAPALLO,ZAPALLO ITALIANO,46,29/01/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),82,29/01/2025
OTROS PROD.AGRIC.,ALFALFA,30,29/01/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,6,29/01/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,4,29/01/2025
CARAMBOLA,CARAMBOLA,2,29/01/2025
FRESA,FRESA ROJA,3,29/01/2025
PEPINO,PEPINO RAYADO O MELON,24,29/01/2025
PLATANOS,PLATANOS SEDA,33,29/01/2025
PLATANOS,PLATANOS ISLA,2,29/01/2025
PLATANOS,PLATANOS BISCOCHITO,1,29/01/2025
PLATANOS,PLATANOS BELLACO,7,29/01/2025
UVA,UVA ITALIA,1,29/01/2025
MANGO,MANGO EDWARD PLANTA,3,29/01/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,23,29/01/2025
MANZANA,MANZANA CHILENA VERDE,3,29/01/2025
MARACUYA,MARACUYA (COSTA),153,29/01/2025
TUNA,TUNA HUAROCHIRI,1,29/01/2025
SANDIA,SANDIA,24,29/01/2025
NARANJA,NARANJA VALENCIA (SELVA),2,29/01/2025
NARANJA,NARANJA HUANDO,2,29/01/2025
PIÑA,PIÑA HAWAYANA,7,29/01/2025
PIÑA,PIÑA GOLDEN,8,29/01/2025
PALTA,PALTA HALL (COSTA),1,29/01/2025
PALTA,PALTA FUERTE (COSTA),56,29/01/2025
PAPAYA,PAPAYA SELVA,5,29/01/2025
OTRAS FRUTAS,LUCUMA,1,29/01/2025
MANDARINA,MANDARINA,3,29/01/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,99,01/02/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),5,01/02/2025
AJI,AJI SECO PANCA,1,01/02/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),93,01/02/2025
AJO,AJO PELADO,22,01/02/2025
AJO,AJO CRIOLLO O NAPURI,18,01/02/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,92,01/02/2025
ALBAHACA,ALBAHACA,35,01/02/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,2,01/02/2025
APIO,APIO,105,01/02/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),136,01/02/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,80,01/02/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),5,01/02/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),64,01/02/2025
CAIGUA,CAIGUA (SELVA),4,01/02/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,218,01/02/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,174,01/02/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,7,01/02/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,642,01/02/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),29,01/02/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),56,01/02/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),63,01/02/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),46,01/02/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,749,01/02/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,0,01/02/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),162,01/02/2025
FREJOL,FREJOL VERDE CANARIO,12,01/02/2025
HABA,HABA VERDE SERRANA,99,01/02/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),7,01/02/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,0,01/02/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,14,01/02/2025
HORTALIZAS CHINAS,PACCHOY,1,01/02/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),69,01/02/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,19,01/02/2025
HORTALIZAS CHINAS,BROCOLI,46,01/02/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),13,01/02/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),219,01/02/2025
LECHUGA,LECHUGA CRIOLLA SEDA,3,01/02/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1,01/02/2025
LIMON,LIMON CITRICO CAJON,64,01/02/2025
LIMON,LIMON CITRICO BOLSA,759,01/02/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,214,01/02/2025
NABO,NABO (CRIOLLO/SERRANO),12,01/02/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),72,01/02/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),5,01/02/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,1,01/02/2025
PAPA,PAPA AMARILLA,108,01/02/2025
PAPA,PAPA BLANCA/VALLE/OTROS,2271,01/02/2025
PAPA,PAPA COLOR/VALLE/OTROS,77,01/02/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,19,01/02/2025
PAPA,PAPA YUNGAY,21,01/02/2025
PAPA,PAPA UNICA,219,01/02/2025
PAPA,PAPA CANCHAN,43,01/02/2025
PEPINILLO,PEPINILLO,184,01/02/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),42,01/02/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,52,01/02/2025
PORO,PORO (CRIOLLO/SERRANO),29,01/02/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),9,01/02/2025
TOMATE,TOMATE ORGANICO,33,01/02/2025
TOMATE,TOMATE KATIA,225,01/02/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,89,01/02/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),171,01/02/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),478,01/02/2025
ZAPALLO,ZAPALLO ITALIANO,19,01/02/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),115,01/02/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1,01/02/2025
OTROS PROD.AGRIC.,ALFALFA,34,01/02/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,8,01/02/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,1,01/02/2025
CARAMBOLA,CARAMBOLA,10,01/02/2025
FRESA,FRESA ROJA,2,01/02/2025
GRANADILLA,GRANADILLA (SELVA),2,01/02/2025
PLATANOS,PLATANOS SEDA,22,01/02/2025
PLATANOS,PLATANOS BELLACO,31,01/02/2025
UVA,UVA BORGOÑA NEGRA,2,01/02/2025
UVA,UVA ITALIA,8,01/02/2025
MANGO,MANGO KENT(COSTA),17,01/02/2025
MANGO,MANGO EDWARD PLANTA,3,01/02/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,35,01/02/2025
MANZANA,MANZANA GOLDEN,12,01/02/2025
MARACUYA,MARACUYA (COSTA),303,01/02/2025
SANDIA,SANDIA,30,01/02/2025
NARANJA,NARANJA VALENCIA (SELVA),25,01/02/2025
PIÑA,PIÑA HAWAYANA,1,01/02/2025
PIÑA,PIÑA GOLDEN,24,01/02/2025
PALTA,PALTA FUERTE (COSTA),20,01/02/2025
PAPAYA,PAPAYA SELVA,15,01/02/2025
MEMBRILLO,MEMBRILLO,1,01/02/2025
OTRAS FRUTAS,ARANDANOS,1,01/02/2025
MANDARINA,MANDARINA,30,01/02/2025
AJI,AJI AMARILLO SECO,22,02/02/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,3,02/02/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),2,02/02/2025
AJI,AJI SECO PANCA,2,02/02/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),33,02/02/2025
AJO,AJO PELADO,12,02/02/2025
AJO,AJO CRIOLLO O NAPURI,57,02/02/2025
ALBAHACA,ALBAHACA,26,02/02/2025
APIO,APIO,47,02/02/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),120,02/02/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),2,02/02/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),36,02/02/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,358,02/02/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,73,02/02/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,32,02/02/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1651,02/02/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),36,02/02/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),11,02/02/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),15,02/02/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),32,02/02/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,538,02/02/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,0,02/02/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),112,02/02/2025
HABA,HABA VERDE SERRANA,65,02/02/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),3,02/02/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,1,02/02/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,1,02/02/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),2,02/02/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,17,02/02/2025
HORTALIZAS CHINAS,BROCOLI,64,02/02/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),8,02/02/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),147,02/02/2025
LECHUGA,LECHUGA CRIOLLA SEDA,36,02/02/2025
LIMON,LIMON CITRICO CAJON,31,02/02/2025
LIMON,LIMON CITRICO BOLSA,239,02/02/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,126,02/02/2025
NABO,NABO (CRIOLLO/SERRANO),7,02/02/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),11,02/02/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),26,02/02/2025
PAPA,PAPA AMARILLA,65,02/02/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1594,02/02/2025
PAPA,PAPA COLOR/VALLE/OTROS,13,02/02/2025
